schedule_id,store_id,employee_id,employee_name,shift_date,shift_type,start_time,end_time,hours_worked,department
SCH000935,S003,EMP038,David Johnson,2024-01-25,morning,08:00,14:00,8.0,meat
SCH000936,S003,EMP038,David Johnson,2024-01-26,evening,18:00,18:00,8.0,dairy
SCH000937,S003,EMP038,David Johnson,2024-01-29,night,13:00,20:00,8.0,stocking
SCH000938,S003,EMP038,David Johnson,2024-01-05,night,11:00,06:00,8.0,meat
SCH000939,S003,EMP038,David Johnson,2024-01-26,morning,18:00,15:00,8.0,stocking
SCH000940,S003,EMP038,David Johnson,2024-01-07,evening,09:00,18:00,8.0,produce
SCH000941,S003,EMP038,David Johnson,2024-01-05,morning,06:00,03:00,8.0,checkout
SCH000942,S003,EMP038,David Johnson,2024-01-31,evening,17:00,20:00,8.0,produce
SCH000943,S003,EMP038,David Johnson,2024-01-31,night,20:00,23:00,8.0,stocking
SCH000944,S003,EMP038,David Johnson,2024-01-24,night,13:00,21:00,8.0,stocking
SCH000945,S003,EMP038,David Johnson,2024-01-18,evening,14:00,21:00,8.0,stocking
SCH000946,S003,EMP038,David Johnson,2024-01-10,morning,13:00,15:00,8.0,meat
SCH000947,S003,EMP038,David Johnson,2024-01-19,morning,07:00,04:00,8.0,produce
SCH000948,S003,EMP039,David Wilson,2024-01-21,morning,18:00,01:00,8.0,dairy
SCH000949,S003,EMP039,David Wilson,2024-01-13,evening,15:00,14:00,8.0,meat
SCH000950,S003,EMP039,David Wilson,2024-01-01,night,15:00,18:00,8.0,meat
SCH000951,S003,EMP039,David Wilson,2024-01-21,morning,16:00,01:00,8.0,produce
SCH000952,S003,EMP039,David Wilson,2024-01-04,morning,12:00,16:00,8.0,meat
SCH000953,S003,EMP039,David Wilson,2024-01-04,evening,19:00,02:00,8.0,stocking
SCH000954,S003,EMP039,David Wilson,2024-01-17,night,09:00,20:00,8.0,dairy
SCH000955,S003,EMP039,David Wilson,2024-01-27,evening,14:00,18:00,8.0,produce
SCH000956,S003,EMP039,David Wilson,2024-01-01,night,17:00,04:00,8.0,dairy
SCH000957,S003,EMP039,David Wilson,2024-01-06,morning,18:00,04:00,8.0,bakery
SCH000958,S003,EMP039,David Wilson,2024-01-02,night,21:00,18:00,8.0,produce
SCH000959,S003,EMP039,David Wilson,2024-01-22,morning,07:00,18:00,8.0,meat
SCH000960,S003,EMP039,David Wilson,2024-01-07,morning,20:00,20:00,8.0,dairy
SCH000961,S003,EMP039,David Wilson,2024-01-11,evening,10:00,23:00,8.0,checkout
SCH000962,S003,EMP039,David Wilson,2024-01-02,morning,22:00,14:00,8.0,bakery
SCH000963,S003,EMP039,David Wilson,2024-01-31,evening,14:00,04:00,8.0,stocking
SCH000964,S003,EMP039,David Wilson,2024-01-12,morning,10:00,05:00,8.0,stocking
SCH000965,S003,EMP039,David Wilson,2024-01-30,evening,16:00,02:00,8.0,checkout
SCH000966,S003,EMP039,David Wilson,2024-01-31,evening,15:00,22:00,8.0,stocking
SCH000967,S003,EMP039,David Wilson,2024-01-13,evening,15:00,04:00,8.0,meat
SCH000968,S003,EMP039,David Wilson,2024-01-30,evening,07:00,17:00,8.0,meat
SCH000969,S003,EMP040,Mike Davis,2024-01-19,evening,08:00,18:00,8.0,checkout
SCH000970,S003,EMP040,Mike Davis,2024-01-21,evening,12:00,20:00,8.0,meat
SCH000971,S003,EMP040,Mike Davis,2024-01-31,evening,14:00,20:00,8.0,checkout
SCH000972,S003,EMP040,Mike Davis,2024-01-05,evening,17:00,00:00,8.0,dairy
SCH000973,S003,EMP040,Mike Davis,2024-01-02,evening,16:00,16:00,8.0,produce
SCH000974,S003,EMP040,Mike Davis,2024-01-16,morning,20:00,04:00,8.0,bakery
SCH000975,S003,EMP040,Mike Davis,2024-01-28,night,17:00,00:00,8.0,stocking
SCH000976,S003,EMP040,Mike Davis,2024-01-22,night,11:00,20:00,8.0,produce
SCH000977,S003,EMP040,Mike Davis,2024-01-09,morning,16:00,15:00,8.0,stocking
SCH000978,S003,EMP040,Mike Davis,2024-01-28,night,17:00,14:00,8.0,meat
SCH000979,S003,EMP040,Mike Davis,2024-01-27,night,17:00,05:00,8.0,meat
SCH000980,S003,EMP040,Mike Davis,2024-01-21,evening,17:00,20:00,8.0,meat
SCH000981,S003,EMP040,Mike Davis,2024-01-01,evening,15:00,01:00,8.0,meat
SCH000982,S003,EMP040,Mike Davis,2024-01-19,night,16:00,04:00,8.0,dairy
SCH000983,S003,EMP040,Mike Davis,2024-01-12,evening,13:00,14:00,8.0,produce
SCH000984,S003,EMP040,Mike Davis,2024-01-16,morning,17:00,16:00,8.0,produce
SCH000985,S003,EMP040,Mike Davis,2024-01-15,night,13:00,23:00,8.0,checkout
SCH000986,S003,EMP040,Mike Davis,2024-01-25,night,20:00,02:00,8.0,produce
SCH000987,S003,EMP040,Mike Davis,2024-01-06,morning,14:00,17:00,8.0,bakery
SCH000988,S003,EMP040,Mike Davis,2024-01-24,morning,07:00,14:00,8.0,stocking
SCH000989,S003,EMP040,Mike Davis,2024-01-17,morning,12:00,21:00,8.0,bakery
SCH000990,S003,EMP040,Mike Davis,2024-01-06,night,20:00,23:00,8.0,bakery
SCH000991,S003,EMP040,Mike Davis,2024-01-24,morning,20:00,15:00,8.0,checkout
SCH000992,S003,EMP040,Mike Davis,2024-01-04,evening,12:00,04:00,8.0,produce
SCH000993,S003,EMP040,Mike Davis,2024-01-30,night,17:00,17:00,8.0,stocking
SCH000994,S003,EMP041,John Davis,2024-01-16,night,08:00,19:00,8.0,stocking
SCH000995,S003,EMP041,John Davis,2024-01-02,morning,06:00,06:00,8.0,checkout
SCH000996,S003,EMP041,John Davis,2024-01-13,morning,09:00,15:00,8.0,bakery
SCH000997,S003,EMP041,John Davis,2024-01-07,night,12:00,19:00,8.0,meat
SCH000998,S003,EMP041,John Davis,2024-01-14,evening,15:00,04:00,8.0,checkout
SCH000999,S003,EMP041,John Davis,2024-01-04,evening,12:00,05:00,8.0,bakery
SCH001000,S003,EMP041,John Davis,2024-01-17,night,14:00,04:00,8.0,checkout
SCH001001,S003,EMP041,John Davis,2024-01-31,morning,15:00,02:00,8.0,meat
SCH001002,S003,EMP041,John Davis,2024-01-31,morning,08:00,16:00,8.0,meat
SCH001003,S003,EMP041,John Davis,2024-01-24,evening,15:00,17:00,8.0,stocking
SCH001004,S003,EMP041,John Davis,2024-01-01,night,19:00,06:00,8.0,checkout
SCH001005,S003,EMP041,John Davis,2024-01-02,night,19:00,22:00,8.0,bakery
SCH001006,S003,EMP041,John Davis,2024-01-09,evening,06:00,03:00,8.0,meat
SCH001007,S003,EMP041,John Davis,2024-01-04,morning,15:00,03:00,8.0,stocking
SCH001008,S003,EMP041,John Davis,2024-01-04,night,09:00,14:00,8.0,checkout
SCH001009,S003,EMP041,John Davis,2024-01-02,night,07:00,18:00,8.0,stocking
SCH001010,S003,EMP041,John Davis,2024-01-08,night,18:00,20:00,8.0,meat
SCH001011,S003,EMP041,John Davis,2024-01-02,evening,07:00,16:00,8.0,meat
SCH001012,S003,EMP041,John Davis,2024-01-19,morning,12:00,04:00,8.0,bakery
SCH001013,S003,EMP041,John Davis,2024-01-27,morning,08:00,16:00,8.0,stocking
SCH001014,S003,EMP041,John Davis,2024-01-25,night,16:00,23:00,8.0,produce
SCH001015,S003,EMP041,John Davis,2024-01-23,night,15:00,05:00,8.0,dairy
SCH001016,S003,EMP041,John Davis,2024-01-10,night,20:00,04:00,8.0,produce
SCH001017,S003,EMP042,David Brown,2024-01-19,evening,12:00,23:00,8.0,dairy
SCH001018,S003,EMP042,David Brown,2024-01-13,evening,22:00,21:00,8.0,meat
SCH001019,S003,EMP042,David Brown,2024-01-12,evening,16:00,20:00,8.0,checkout
SCH001020,S003,EMP042,David Brown,2024-01-28,morning,06:00,04:00,8.0,meat
SCH001021,S003,EMP042,David Brown,2024-01-07,morning,07:00,22:00,8.0,stocking
SCH001022,S003,EMP042,David Brown,2024-01-05,morning,08:00,02:00,8.0,checkout
SCH001023,S003,EMP042,David Brown,2024-01-27,morning,07:00,14:00,8.0,produce
SCH001024,S003,EMP042,David Brown,2024-01-25,morning,08:00,22:00,8.0,checkout
SCH001025,S003,EMP042,David Brown,2024-01-20,night,22:00,21:00,8.0,meat
SCH001026,S003,EMP042,David Brown,2024-01-07,morning,07:00,01:00,8.0,meat
SCH001027,S003,EMP042,David Brown,2024-01-22,night,20:00,16:00,8.0,produce
SCH001028,S003,EMP042,David Brown,2024-01-16,night,06:00,23:00,8.0,meat
SCH001029,S003,EMP042,David Brown,2024-01-02,night,17:00,04:00,8.0,stocking
SCH001030,S003,EMP042,David Brown,2024-01-30,morning,11:00,18:00,8.0,bakery
SCH001031,S003,EMP042,David Brown,2024-01-02,evening,07:00,15:00,8.0,checkout
SCH001032,S003,EMP042,David Brown,2024-01-16,morning,07:00,19:00,8.0,dairy
SCH001033,S003,EMP042,David Brown,2024-01-21,morning,18:00,22:00,8.0,meat
SCH001034,S003,EMP042,David Brown,2024-01-21,evening,13:00,03:00,8.0,produce
SCH001035,S003,EMP042,David Brown,2024-01-02,night,12:00,22:00,8.0,dairy
SCH001036,S003,EMP042,David Brown,2024-01-13,evening,08:00,22:00,8.0,stocking
SCH001037,S003,EMP042,David Brown,2024-01-07,night,15:00,22:00,8.0,produce
SCH001038,S003,EMP042,David Brown,2024-01-02,night,22:00,20:00,8.0,checkout
SCH001039,S003,EMP042,David Brown,2024-01-19,evening,15:00,21:00,8.0,produce
SCH001040,S003,EMP042,David Brown,2024-01-04,evening,10:00,16:00,8.0,dairy
SCH001041,S003,EMP042,David Brown,2024-01-23,night,14:00,01:00,8.0,bakery
SCH001042,S003,EMP042,David Brown,2024-01-30,evening,08:00,01:00,8.0,stocking
SCH001043,S003,EMP043,John Wilson,2024-01-23,evening,09:00,23:00,8.0,stocking
SCH001044,S003,EMP043,John Wilson,2024-01-01,night,06:00,22:00,8.0,dairy
SCH001045,S003,EMP043,John Wilson,2024-01-29,morning,21:00,15:00,8.0,produce
SCH001046,S003,EMP043,John Wilson,2024-01-12,evening,20:00,02:00,8.0,produce
SCH001047,S003,EMP043,John Wilson,2024-01-28,evening,10:00,00:00,8.0,stocking
SCH001048,S003,EMP043,John Wilson,2024-01-12,evening,18:00,16:00,8.0,checkout
SCH001049,S003,EMP043,John Wilson,2024-01-23,night,08:00,00:00,8.0,bakery
SCH001050,S003,EMP043,John Wilson,2024-01-02,morning,12:00,03:00,8.0,meat
SCH001051,S003,EMP043,John Wilson,2024-01-16,evening,14:00,01:00,8.0,produce
SCH001052,S003,EMP043,John Wilson,2024-01-03,evening,11:00,04:00,8.0,stocking
SCH001053,S003,EMP043,John Wilson,2024-01-17,evening,09:00,18:00,8.0,bakery
SCH001054,S003,EMP043,John Wilson,2024-01-09,night,20:00,15:00,8.0,meat
SCH001055,S003,EMP043,John Wilson,2024-01-29,morning,12:00,18:00,8.0,dairy
SCH001056,S003,EMP043,John Wilson,2024-01-01,morning,16:00,22:00,8.0,bakery
SCH001057,S003,EMP043,John Wilson,2024-01-22,morning,21:00,01:00,8.0,bakery
SCH001058,S003,EMP043,John Wilson,2024-01-03,morning,13:00,05:00,8.0,bakery
SCH001059,S003,EMP043,John Wilson,2024-01-27,morning,12:00,21:00,8.0,checkout
SCH001060,S003,EMP043,John Wilson,2024-01-26,evening,13:00,02:00,8.0,meat
SCH001061,S003,EMP043,John Wilson,2024-01-03,evening,07:00,23:00,8.0,produce
SCH001062,S003,EMP043,John Wilson,2024-01-04,evening,19:00,16:00,8.0,bakery
SCH001063,S003,EMP043,John Wilson,2024-01-19,morning,11:00,17:00,8.0,dairy
SCH001064,S003,EMP044,Mike Wilson,2024-01-02,evening,07:00,05:00,8.0,meat
SCH001065,S003,EMP044,Mike Wilson,2024-01-14,evening,14:00,01:00,8.0,stocking
SCH001066,S003,EMP044,Mike Wilson,2024-01-30,morning,15:00,17:00,8.0,stocking
SCH001067,S003,EMP044,Mike Wilson,2024-01-30,evening,21:00,14:00,8.0,bakery
SCH001068,S003,EMP044,Mike Wilson,2024-01-24,night,11:00,03:00,8.0,stocking
SCH001069,S003,EMP044,Mike Wilson,2024-01-24,evening,18:00,05:00,8.0,meat
SCH001070,S003,EMP044,Mike Wilson,2024-01-27,night,16:00,19:00,8.0,bakery
SCH001071,S003,EMP044,Mike Wilson,2024-01-11,morning,09:00,14:00,8.0,meat
SCH001072,S003,EMP044,Mike Wilson,2024-01-12,evening,13:00,16:00,8.0,dairy
SCH001073,S003,EMP044,Mike Wilson,2024-01-09,morning,21:00,04:00,8.0,meat
SCH001074,S003,EMP044,Mike Wilson,2024-01-21,night,18:00,17:00,8.0,produce
SCH001075,S003,EMP044,Mike Wilson,2024-01-12,morning,18:00,18:00,8.0,produce
SCH001076,S003,EMP044,Mike Wilson,2024-01-07,evening,06:00,15:00,8.0,dairy
SCH001077,S003,EMP044,Mike Wilson,2024-01-05,night,15:00,00:00,8.0,stocking
SCH001078,S003,EMP044,Mike Wilson,2024-01-27,evening,12:00,15:00,8.0,meat
SCH001079,S003,EMP044,Mike Wilson,2024-01-04,evening,08:00,19:00,8.0,stocking
SCH001080,S003,EMP044,Mike Wilson,2024-01-10,morning,17:00,23:00,8.0,meat
SCH001081,S003,EMP044,Mike Wilson,2024-01-14,evening,09:00,21:00,8.0,bakery
SCH001082,S003,EMP044,Mike Wilson,2024-01-24,night,20:00,20:00,8.0,meat
SCH001083,S003,EMP044,Mike Wilson,2024-01-11,morning,20:00,19:00,8.0,checkout
SCH001084,S003,EMP044,Mike Wilson,2024-01-14,morning,21:00,23:00,8.0,checkout
SCH001085,S003,EMP044,Mike Wilson,2024-01-29,morning,17:00,00:00,8.0,stocking
SCH001086,S003,EMP044,Mike Wilson,2024-01-10,morning,19:00,17:00,8.0,produce
SCH001087,S003,EMP044,Mike Wilson,2024-01-01,night,17:00,02:00,8.0,stocking
SCH001088,S003,EMP044,Mike Wilson,2024-01-06,morning,13:00,15:00,8.0,bakery
SCH001089,S003,EMP044,Mike Wilson,2024-01-29,night,17:00,23:00,8.0,dairy
SCH001090,S003,EMP044,Mike Wilson,2024-01-05,evening,21:00,15:00,8.0,meat
SCH001091,S003,EMP044,Mike Wilson,2024-01-11,evening,14:00,17:00,8.0,meat
SCH001092,S003,EMP045,John Brown,2024-01-30,evening,08:00,16:00,8.0,stocking
SCH001093,S003,EMP045,John Brown,2024-01-24,evening,20:00,04:00,8.0,stocking
SCH001094,S003,EMP045,John Brown,2024-01-05,night,22:00,18:00,8.0,dairy
SCH001095,S003,EMP045,John Brown,2024-01-31,evening,16:00,23:00,8.0,produce
SCH001096,S003,EMP045,John Brown,2024-01-14,evening,07:00,19:00,8.0,produce
SCH001097,S003,EMP045,John Brown,2024-01-07,morning,19:00,19:00,8.0,bakery
SCH001098,S003,EMP045,John Brown,2024-01-04,evening,13:00,18:00,8.0,dairy
SCH001099,S003,EMP045,John Brown,2024-01-03,morning,12:00,18:00,8.0,bakery
SCH001100,S003,EMP045,John Brown,2024-01-29,night,09:00,20:00,8.0,checkout
SCH001101,S003,EMP045,John Brown,2024-01-29,morning,22:00,03:00,8.0,bakery
SCH001102,S003,EMP045,John Brown,2024-01-15,evening,11:00,02:00,8.0,checkout
SCH001103,S003,EMP045,John Brown,2024-01-26,evening,19:00,02:00,8.0,checkout
SCH001104,S003,EMP045,John Brown,2024-01-06,evening,13:00,19:00,8.0,bakery
SCH001105,S003,EMP045,John Brown,2024-01-03,morning,11:00,14:00,8.0,produce
SCH001106,S003,EMP045,John Brown,2024-01-31,night,21:00,05:00,8.0,produce
SCH001107,S003,EMP045,John Brown,2024-01-30,evening,11:00,03:00,8.0,stocking
SCH001108,S003,EMP045,John Brown,2024-01-12,evening,12:00,15:00,8.0,bakery
SCH001109,S003,EMP045,John Brown,2024-01-30,morning,11:00,18:00,8.0,stocking
SCH001110,S003,EMP045,John Brown,2024-01-23,morning,13:00,18:00,8.0,stocking
SCH001111,S003,EMP045,John Brown,2024-01-17,morning,11:00,15:00,8.0,checkout
SCH001112,S003,EMP045,John Brown,2024-01-18,night,22:00,03:00,8.0,checkout
SCH001113,S003,EMP045,John Brown,2024-01-21,evening,12:00,14:00,8.0,bakery
SCH001114,S003,EMP045,John Brown,2024-01-01,morning,12:00,14:00,8.0,checkout
SCH001115,S003,EMP045,John Brown,2024-01-01,evening,10:00,22:00,8.0,produce
SCH001116,S003,EMP045,John Brown,2024-01-22,morning,08:00,19:00,8.0,produce
SCH001117,S004,EMP046,Mike Brown,2024-01-29,morning,20:00,00:00,8.0,dairy
SCH001118,S004,EMP046,Mike Brown,2024-01-04,morning,07:00,15:00,8.0,stocking
SCH001119,S004,EMP046,Mike Brown,2024-01-01,evening,17:00,18:00,8.0,dairy
SCH001120,S004,EMP046,Mike Brown,2024-01-13,night,06:00,16:00,8.0,dairy
SCH001121,S004,EMP046,Mike Brown,2024-01-06,night,11:00,01:00,8.0,checkout
SCH001122,S004,EMP046,Mike Brown,2024-01-05,night,14:00,00:00,8.0,stocking
SCH001123,S004,EMP046,Mike Brown,2024-01-14,evening,14:00,21:00,8.0,stocking
SCH001124,S004,EMP046,Mike Brown,2024-01-11,morning,16:00,22:00,8.0,stocking
SCH001125,S004,EMP046,Mike Brown,2024-01-13,night,13:00,04:00,8.0,dairy
SCH001126,S004,EMP046,Mike Brown,2024-01-29,night,21:00,14:00,8.0,meat
SCH001127,S004,EMP046,Mike Brown,2024-01-08,morning,20:00,04:00,8.0,stocking
SCH001128,S004,EMP046,Mike Brown,2024-01-18,evening,18:00,18:00,8.0,checkout
SCH001129,S004,EMP046,Mike Brown,2024-01-11,evening,07:00,20:00,8.0,produce
SCH001130,S004,EMP046,Mike Brown,2024-01-30,night,19:00,22:00,8.0,bakery
SCH001131,S004,EMP046,Mike Brown,2024-01-28,night,22:00,05:00,8.0,checkout
SCH001132,S004,EMP046,Mike Brown,2024-01-04,night,19:00,00:00,8.0,stocking
SCH001133,S004,EMP046,Mike Brown,2024-01-18,night,16:00,14:00,8.0,produce
SCH001134,S004,EMP046,Mike Brown,2024-01-12,night,13:00,17:00,8.0,checkout
SCH001135,S004,EMP046,Mike Brown,2024-01-06,morning,21:00,00:00,8.0,produce
SCH001136,S004,EMP046,Mike Brown,2024-01-27,evening,08:00,01:00,8.0,checkout
SCH001137,S004,EMP046,Mike Brown,2024-01-29,evening,11:00,18:00,8.0,dairy
SCH001138,S004,EMP046,Mike Brown,2024-01-10,morning,15:00,06:00,8.0,dairy
SCH001139,S004,EMP046,Mike Brown,2024-01-20,evening,16:00,00:00,8.0,meat
SCH001140,S004,EMP046,Mike Brown,2024-01-15,night,07:00,02:00,8.0,produce
SCH001141,S004,EMP046,Mike Brown,2024-01-01,morning,20:00,17:00,8.0,dairy
SCH001142,S004,EMP046,Mike Brown,2024-01-22,morning,15:00,01:00,8.0,stocking
SCH001143,S004,EMP047,Jane Davis,2024-01-26,night,16:00,14:00,8.0,bakery
SCH001144,S004,EMP047,Jane Davis,2024-01-20,evening,08:00,00:00,8.0,meat
SCH001145,S004,EMP047,Jane Davis,2024-01-24,morning,14:00,15:00,8.0,meat
SCH001146,S004,EMP047,Jane Davis,2024-01-12,evening,08:00,16:00,8.0,dairy
SCH001147,S004,EMP047,Jane Davis,2024-01-06,morning,07:00,15:00,8.0,produce
SCH001148,S004,EMP047,Jane Davis,2024-01-18,night,09:00,22:00,8.0,checkout
SCH001149,S004,EMP047,Jane Davis,2024-01-16,night,11:00,23:00,8.0,stocking
SCH001150,S004,EMP047,Jane Davis,2024-01-18,evening,11:00,02:00,8.0,checkout
SCH001151,S004,EMP047,Jane Davis,2024-01-08,morning,18:00,02:00,8.0,dairy
SCH001152,S004,EMP047,Jane Davis,2024-01-29,night,08:00,14:00,8.0,bakery
SCH001153,S004,EMP047,Jane Davis,2024-01-04,night,07:00,23:00,8.0,dairy
SCH001154,S004,EMP047,Jane Davis,2024-01-14,evening,15:00,16:00,8.0,stocking
SCH001155,S004,EMP047,Jane Davis,2024-01-18,evening,09:00,22:00,8.0,bakery
SCH001156,S004,EMP047,Jane Davis,2024-01-14,evening,19:00,15:00,8.0,meat
SCH001157,S004,EMP047,Jane Davis,2024-01-03,night,09:00,20:00,8.0,produce
SCH001158,S004,EMP047,Jane Davis,2024-01-20,night,11:00,04:00,8.0,dairy
SCH001159,S004,EMP047,Jane Davis,2024-01-13,night,18:00,14:00,8.0,dairy
SCH001160,S004,EMP047,Jane Davis,2024-01-20,morning,09:00,19:00,8.0,stocking
SCH001161,S004,EMP047,Jane Davis,2024-01-08,morning,14:00,06:00,8.0,bakery
SCH001162,S004,EMP047,Jane Davis,2024-01-07,night,07:00,21:00,8.0,dairy
SCH001163,S004,EMP047,Jane Davis,2024-01-22,evening,11:00,05:00,8.0,bakery
SCH001164,S004,EMP047,Jane Davis,2024-01-27,night,15:00,05:00,8.0,dairy
SCH001165,S004,EMP047,Jane Davis,2024-01-06,morning,14:00,15:00,8.0,dairy
SCH001166,S004,EMP047,Jane Davis,2024-01-22,evening,18:00,19:00,8.0,checkout
SCH001167,S004,EMP047,Jane Davis,2024-01-27,morning,16:00,18:00,8.0,stocking
SCH001168,S004,EMP047,Jane Davis,2024-01-26,morning,20:00,01:00,8.0,stocking
SCH001169,S004,EMP048,Mike Johnson,2024-01-02,morning,14:00,20:00,8.0,produce
SCH001170,S004,EMP048,Mike Johnson,2024-01-20,evening,21:00,14:00,8.0,stocking
SCH001171,S004,EMP048,Mike Johnson,2024-01-22,evening,21:00,21:00,8.0,checkout
SCH001172,S004,EMP048,Mike Johnson,2024-01-04,evening,21:00,23:00,8.0,bakery
SCH001173,S004,EMP048,Mike Johnson,2024-01-26,evening,20:00,04:00,8.0,checkout
SCH001174,S004,EMP048,Mike Johnson,2024-01-23,morning,16:00,03:00,8.0,checkout
SCH001175,S004,EMP048,Mike Johnson,2024-01-30,morning,11:00,19:00,8.0,meat
SCH001176,S004,EMP048,Mike Johnson,2024-01-23,evening,07:00,03:00,8.0,checkout
SCH001177,S004,EMP048,Mike Johnson,2024-01-02,night,08:00,20:00,8.0,meat
SCH001178,S004,EMP048,Mike Johnson,2024-01-03,evening,11:00,02:00,8.0,checkout
SCH001179,S004,EMP048,Mike Johnson,2024-01-31,night,06:00,22:00,8.0,dairy
SCH001180,S004,EMP048,Mike Johnson,2024-01-13,morning,08:00,06:00,8.0,bakery
SCH001181,S004,EMP048,Mike Johnson,2024-01-01,evening,09:00,23:00,8.0,dairy
SCH001182,S004,EMP048,Mike Johnson,2024-01-13,morning,21:00,23:00,8.0,stocking
SCH001183,S004,EMP048,Mike Johnson,2024-01-19,evening,14:00,05:00,8.0,stocking
SCH001184,S004,EMP048,Mike Johnson,2024-01-12,evening,06:00,19:00,8.0,bakery
SCH001185,S004,EMP048,Mike Johnson,2024-01-03,night,17:00,17:00,8.0,meat
SCH001186,S004,EMP048,Mike Johnson,2024-01-22,evening,21:00,22:00,8.0,stocking
SCH001187,S004,EMP048,Mike Johnson,2024-01-25,morning,15:00,05:00,8.0,dairy
SCH001188,S004,EMP048,Mike Johnson,2024-01-12,evening,11:00,05:00,8.0,meat
SCH001189,S004,EMP048,Mike Johnson,2024-01-18,evening,16:00,16:00,8.0,dairy
SCH001190,S004,EMP049,David Brown,2024-01-01,morning,14:00,22:00,8.0,stocking
SCH001191,S004,EMP049,David Brown,2024-01-31,morning,13:00,06:00,8.0,stocking
SCH001192,S004,EMP049,David Brown,2024-01-07,morning,14:00,21:00,8.0,bakery
SCH001193,S004,EMP049,David Brown,2024-01-17,night,09:00,04:00,8.0,dairy
SCH001194,S004,EMP049,David Brown,2024-01-12,evening,14:00,18:00,8.0,stocking
SCH001195,S004,EMP049,David Brown,2024-01-02,evening,08:00,01:00,8.0,checkout
SCH001196,S004,EMP049,David Brown,2024-01-11,morning,08:00,05:00,8.0,dairy
SCH001197,S004,EMP049,David Brown,2024-01-29,morning,20:00,22:00,8.0,meat
SCH001198,S004,EMP049,David Brown,2024-01-01,night,17:00,05:00,8.0,dairy
SCH001199,S004,EMP049,David Brown,2024-01-10,night,18:00,17:00,8.0,meat
SCH001200,S004,EMP049,David Brown,2024-01-15,night,21:00,20:00,8.0,bakery
SCH001201,S004,EMP049,David Brown,2024-01-28,evening,11:00,15:00,8.0,dairy
SCH001202,S004,EMP049,David Brown,2024-01-31,evening,21:00,20:00,8.0,produce
SCH001203,S004,EMP049,David Brown,2024-01-20,night,15:00,06:00,8.0,meat
SCH001204,S004,EMP049,David Brown,2024-01-06,morning,20:00,18:00,8.0,stocking
SCH001205,S004,EMP049,David Brown,2024-01-03,evening,17:00,05:00,8.0,bakery
SCH001206,S004,EMP049,David Brown,2024-01-12,night,09:00,03:00,8.0,meat
SCH001207,S004,EMP049,David Brown,2024-01-08,evening,13:00,02:00,8.0,bakery
SCH001208,S004,EMP049,David Brown,2024-01-11,morning,09:00,05:00,8.0,produce
SCH001209,S004,EMP049,David Brown,2024-01-09,morning,19:00,17:00,8.0,dairy
SCH001210,S004,EMP049,David Brown,2024-01-17,morning,12:00,04:00,8.0,produce
SCH001211,S004,EMP049,David Brown,2024-01-29,evening,11:00,02:00,8.0,produce
SCH001212,S004,EMP049,David Brown,2024-01-28,night,07:00,05:00,8.0,produce
SCH001213,S004,EMP049,David Brown,2024-01-11,morning,13:00,18:00,8.0,produce
SCH001214,S004,EMP049,David Brown,2024-01-04,night,18:00,16:00,8.0,meat
SCH001215,S004,EMP050,Lisa Johnson,2024-01-01,evening,19:00,06:00,8.0,produce
SCH001216,S004,EMP050,Lisa Johnson,2024-01-16,night,19:00,22:00,8.0,meat
SCH001217,S004,EMP050,Lisa Johnson,2024-01-05,evening,21:00,03:00,8.0,bakery
SCH001218,S004,EMP050,Lisa Johnson,2024-01-06,night,06:00,18:00,8.0,checkout
SCH001219,S004,EMP050,Lisa Johnson,2024-01-05,morning,18:00,22:00,8.0,bakery
SCH001220,S004,EMP050,Lisa Johnson,2024-01-26,morning,18:00,18:00,8.0,dairy
SCH001221,S004,EMP050,Lisa Johnson,2024-01-12,night,11:00,00:00,8.0,checkout
SCH001222,S004,EMP050,Lisa Johnson,2024-01-08,evening,08:00,22:00,8.0,dairy
SCH001223,S004,EMP050,Lisa Johnson,2024-01-07,evening,22:00,14:00,8.0,dairy
SCH001224,S004,EMP050,Lisa Johnson,2024-01-17,night,12:00,01:00,8.0,bakery
SCH001225,S004,EMP050,Lisa Johnson,2024-01-10,night,08:00,04:00,8.0,stocking
SCH001226,S004,EMP050,Lisa Johnson,2024-01-04,morning,09:00,17:00,8.0,produce
SCH001227,S004,EMP050,Lisa Johnson,2024-01-20,morning,14:00,17:00,8.0,produce
SCH001228,S004,EMP050,Lisa Johnson,2024-01-17,morning,08:00,22:00,8.0,checkout
SCH001229,S004,EMP050,Lisa Johnson,2024-01-02,morning,20:00,00:00,8.0,produce
SCH001230,S004,EMP050,Lisa Johnson,2024-01-15,evening,13:00,03:00,8.0,meat
SCH001231,S004,EMP050,Lisa Johnson,2024-01-17,morning,09:00,19:00,8.0,meat
SCH001232,S004,EMP050,Lisa Johnson,2024-01-20,morning,09:00,21:00,8.0,checkout
SCH001233,S004,EMP050,Lisa Johnson,2024-01-29,night,22:00,17:00,8.0,checkout
SCH001234,S004,EMP050,Lisa Johnson,2024-01-02,night,16:00,19:00,8.0,dairy
SCH001235,S004,EMP050,Lisa Johnson,2024-01-04,evening,18:00,17:00,8.0,checkout
SCH001236,S004,EMP050,Lisa Johnson,2024-01-20,evening,11:00,21:00,8.0,bakery
SCH001237,S004,EMP050,Lisa Johnson,2024-01-27,night,06:00,01:00,8.0,meat
SCH001238,S004,EMP050,Lisa Johnson,2024-01-04,morning,15:00,23:00,8.0,bakery
